"CD_MUN";"NM_MUN";"V06001";"V06002";"V06003";"V06004";"V06005";"V06006"
"3521200";"Iporanga";"1435";"3970";"2,21";"1833,42";"3436116,42";"1212"
"3521309";"Ipuã";"5337";"14440";"1,65";"2560,65";"9617653,37";"2000"
"3521408";"Iracemápolis";"7539";"21933";"1,76";"3103,02";"7667326,09";"2400"
"3521507";"Irapuã";"2457";"6834";"1,76";"2223,49";"5440345,06";"1600"
"3521606";"Irapuru";"2358";"5879";"1,51";"2220,17";"3443390,84";"1500"
"3521705";"Itaberá";"6515";"17934";"1,70";"2119,14";"6264581,95";"1212"
"3521804";"Itaí";"8659";"24085";"1,89";"2429,47";"7785588,04";"1600"
"3521903";"Itajobi";"6216";"16948";"1,71";"2754,80";"8458248,69";"2000"
"3522000";"Itaju";"1305";"3614";"1,98";"2356,50";"4176117,40";"1806"
"3522109";"Itanhaém";"41961";"112217";"2,08";"2506,73";"9741985,18";"1600"
"3522158";"Itaoca";"1262";"3422";"1,98";"1598,62";"2464897,99";"1212"
"3522208";"Itapecerica da Serra";"54546";"157822";"2,14";"2327,29";"7588389,01";"1700"
"3522307";"Itapetininga";"54533";"154260";"1,95";"3022,62";"31911523,00";"2000"
"3522406";"Itapeva";"31768";"89544";"1,90";"2668,51";"16846898,37";"1700"
"3522505";"Itapevi";"81801";"231876";"2,09";"2297,74";"25447936,88";"1800"
"3522604";"Itapira";"26192";"71426";"1,73";"3028,11";"10294453,33";"2200"
"3522653";"Itapirapuã Paulista";"1559";"4305";"1,91";"1813,11";"3464661,71";"1300"
"3522703";"Itápolis";"15000";"39437";"1,67";"2712,98";"10954289,40";"2000"
"3522802";"Itaporanga";"5214";"14002";"1,79";"2160,95";"6057280,29";"1300"
"3522901";"Itapuí";"4749";"13610";"2,02";"2298,65";"4541575,07";"1800"
"3523008";"Itapura";"1519";"3973";"1,78";"2191,92";"6494522,78";"1500"
"3523107";"Itaquaquecetuba";"122125";"368899";"2,21";"2215,68";"6516014,19";"1700"
"3523206";"Itararé";"16512";"44326";"1,72";"2548,31";"174695902,46";"1500"
"3523305";"Itariri";"5654";"15461";"2,22";"1945,08";"5506262,31";"1212"
"3523404";"Itatiba";"43737";"121174";"1,82";"3838,92";"23880597,44";"2500"
"3523503";"Itatinga";"6023";"18050";"2,16";"2567,40";"4996641,58";"2000"
"3523602";"Itirapina";"4787";"13135";"1,91";"3005,72";"62322578,78";"2000"
"3523701";"Itirapuã";"2005";"5756";"2,19";"1873,38";"2241593,25";"1322.5"
"3523800";"Itobi";"2906";"8000";"1,71";"2242,25";"4673879,66";"1630"
"3523909";"Itu";"59531";"167675";"1,98";"3478,33";"63242748,48";"2200"
"3524006";"Itupeva";"23683";"70531";"1,78";"3980,80";"24560169,41";"2500"
"3524105";"Ituverava";"14031";"37484";"1,65";"2910,84";"18328240,27";"2000"
"3524204";"Jaborandi";"2278";"6197";"1,72";"2670,81";"22265498,01";"1800"
"3524303";"Jaboticabal";"27388";"71608";"1,65";"3366,89";"17785771,24";"2200"
"3524402";"Jacareí";"85059";"239959";"1,88";"3372,95";"22869263,72";"2200"
"3524501";"Jaci";"2637";"7444";"1,75";"2476,96";"6638284,31";"2000"
"3524600";"Jacupiranga";"5828";"16056";"2,00";"2261,02";"7122894,02";"1500"
"3524709";"Jaguariúna";"21437";"59124";"1,90";"3854,39";"24875614,86";"2500"
"3524808";"Jales";"19080";"48638";"1,46";"3168,60";"14317698,12";"2000"
"3524907";"Jambeiro";"2296";"6373";"1,94";"3082,23";"17072366,94";"2000"
"3525003";"Jandira";"42007";"118017";"1,87";"3080,55";"25979443,31";"2000"
"3525102";"Jardinópolis";"14866";"43282";"2,02";"2806,73";"9328524,18";"2000"
"3525201";"Jarinu";"12962";"37465";"1,90";"2778,41";"11992671,84";"2000"
"3525300";"Jaú";"48510";"132753";"1,71";"3101,02";"21347626,86";"2000"
"3525409";"Jeriquara";"1318";"3863";"1,97";"2434,54";"8039967,12";"1860"
"3525508";"Joanópolis";"4662";"12750";"1,90";"2734,50";"9747046,06";"1900"
"3525607";"João Ramalho";"1543";"4363";"1,81";"2963,83";"429630109,10";"2000"
"3525706";"José Bonifácio";"13333";"36517";"1,65";"2961,54";"11285855,13";"2000"
"3525805";"Júlio Mesquita";"1562";"4254";"1,90";"1891,90";"2142943,89";"1300"
"3525854";"Jumirim";"998";"3045";"2,03";"2260,17";"2358424,45";"1900"
"3525904";"Jundiaí";"163202";"441242";"1,66";"5053,75";"38236309,17";"3000"
"3526001";"Junqueirópolis";"7150";"19107";"1,70";"2585,49";"8268186,49";"1900"
"3526100";"Juquiá";"6343";"17109";"2,06";"1989,35";"4002800,62";"1220"
"3526209";"Juquitiba";"9994";"27273";"2,16";"1948,33";"3761498,09";"1300"
"3526308";"Lagoinha";"2075";"4981";"1,47";"2133,31";"8814033,78";"1500"
"3526407";"Laranjal Paulista";"9281";"26171";"1,89";"2925,14";"174485034,31";"2000"
"3526506";"Lavínia";"1829";"4769";"1,76";"2346,50";"4447123,14";"1700"
"3526605";"Lavrinhas";"2388";"7130";"2,18";"2355,44";"7858476,67";"1600"
"3526704";"Leme";"35754";"97929";"1,76";"2730,69";"10601683,81";"2000"
"3526803";"Lençóis Paulista";"22815";"66253";"1,92";"3622,58";"648150855,70";"2500"
"3526902";"Limeira";"104429";"290221";"1,82";"3420,52";"142984179,47";"2300"
"3527009";"Lindóia";"2591";"7014";"2,06";"2671,02";"8274061,62";"2000"
"3527108";"Lins";"28421";"74078";"1,67";"3213,46";"13842235,39";"2100"
"3527207";"Lorena";"30022";"84565";"1,98";"3045,78";"12262526,53";"2000"
"3527256";"Lourdes";"772";"1904";"1,41";"2099,52";"3612196,66";"1500"
"3527306";"Louveira";"17898";"51746";"1,80";"3407,83";"16318957,37";"2300"
"3527405";"Lucélia";"6600";"17475";"1,71";"2411,92";"6795493,15";"1600"
"3527504";"Lucianópolis";"889";"2366";"1,57";"2135,89";"3767922,55";"1600"
"3527603";"Luís Antônio";"4169";"12260";"1,82";"2505,92";"6641447,54";"2000"
"3527702";"Luiziânia";"1729";"4682";"1,70";"2053,25";"5005802,95";"1500"
"3527801";"Lupércio";"1472";"3981";"1,74";"1736,09";"1792807,85";"1215"
"3527900";"Lutécia";"1036";"2661";"1,61";"2286,68";"6637363,07";"1500"
"3528007";"Macatuba";"5651";"16779";"1,99";"2810,17";"6885214,03";"2206"
"3528106";"Macaubal";"3008";"7446";"1,48";"2405,07";"7784088,81";"1700"
"3528205";"Macedônia";"1507";"3927";"1,71";"2518,03";"6978727,46";"2000"
"3528304";"Magda";"1257";"3163";"1,49";"2262,11";"4255140,26";"1600"
"3528403";"Mairinque";"17020";"48915";"1,98";"2802,88";"8676968,81";"2000"
"3528502";"Mairiporã";"33008";"93416";"2,08";"3187,63";"19735433,02";"2000"
"3528601";"Manduri";"3689";"9844";"1,70";"2732,45";"13234356,62";"2000"
"3528700";"Marabá Paulista";"1381";"3496";"1,43";"1908,30";"2231578,46";"1400"
"3528809";"Maracaí";"4828";"12651";"1,59";"2552,92";"10262482,70";"2000"
"3528858";"Marapoama";"1238";"3292";"1,41";"2591,94";"4429043,70";"2000"
"3528908";"Mariápolis";"1382";"3511";"1,59";"3252,01";"1755170380,55";"1500"
"3529005";"Marília";"88375";"235826";"1,70";"3551,95";"172000500,26";"2300"
"3529104";"Marinópolis";"717";"1860";"1,34";"2206,77";"4353669,14";"1700"
"3529203";"Martinópolis";"8845";"23581";"1,74";"2295,11";"5197631,92";"1600"
"3529302";"Matão";"28817";"78930";"1,67";"2972,10";"9355990,29";"2100"
"3529401";"Mauá";"152616";"417259";"1,76";"2666,13";"7494252,15";"2000"
"3529500";"Mendonça";"2309";"6147";"1,52";"2547,69";"8504605,48";"2000"
"3529609";"Meridiano";"1726";"4572";"1,65";"2425,89";"5744955,22";"1900"
"3529658";"Mesópolis";"743";"1951";"1,70";"2038,66";"2247494,38";"1700"
"3529708";"Miguelópolis";"7131";"19372";"1,77";"2254,56";"7357261,72";"1500"
"3529807";"Mineiros do Tietê";"4138";"11200";"1,89";"2068,70";"4806613,16";"1500"
"3529906";"Miracatu";"6839";"18491";"2,04";"2004,13";"4412031,83";"1212"
"3530003";"Mira Estrela";"1239";"3116";"1,42";"2117,09";"3794958,78";"1500"
"3530102";"Mirandópolis";"9107";"23580";"1,60";"2838,09";"9775710,46";"2000"
"3530201";"Mirante do Paranapanema";"6122";"15844";"1,71";"1972,81";"5649810,58";"1212"
"3530300";"Mirassol";"23207";"63200";"1,68";"3327,44";"15263843,15";"2200"
"3530409";"Mirassolândia";"1721";"4664";"1,67";"2306,47";"18139652,71";"1800"
"3530508";"Mococa";"24693";"67275";"1,78";"2846,00";"9886997,44";"2000"
"3530607";"Mogi das Cruzes";"158668";"450620";"2,01";"3514,54";"128532744,82";"2000"
"3530706";"Mogi Guaçu";"54715";"152609";"1,77";"3039,80";"36958193,94";"2300"
"3530805";"Mogi Mirim";"33775";"91894";"1,76";"3652,90";"24558297,80";"2500"
"3530904";"Mombuca";"1232";"3722";"2,31";"2367,57";"5545337,50";"1800"
"3531001";"Monções";"798";"1936";"1,52";"1983,24";"2427547,05";"1500"
"3531100";"Mongaguá";"21564";"59144";"2,19";"2469,66";"5644238,39";"1800"
"3531209";"Monte Alegre do Sul";"3237";"8603";"1,69";"3133,51";"92462809,15";"2000"
"3531308";"Monte Alto";"18050";"47417";"1,56";"2898,20";"7944342,64";"2000"
"3531407";"Monte Aprazível";"8641";"22220";"1,51";"2734,46";"9839348,00";"2000"
"3531506";"Monte Azul Paulista";"6767";"18120";"1,62";"2871,96";"11749887,44";"2000"
"3531605";"Monte Castelo";"1626";"4219";"1,64";"2401,72";"11064032,05";"1600"
"3531704";"Monteiro Lobato";"1568";"4121";"1,95";"2533,98";"8833277,80";"1608"
"3531803";"Monte Mor";"22375";"64556";"1,85";"2596,98";"7618246,74";"2000"
"3531902";"Morro Agudo";"10011";"27839";"1,78";"2458,49";"8702146,30";"1900"
"3532009";"Morungaba";"4771";"13549";"2,00";"2772,70";"10085347,33";"2000"
"3532058";"Motuca";"1412";"4034";"1,79";"2485,40";"4142454,33";"2000"
"3532108";"Murutinga do Sul";"1480";"3712";"1,55";"2426,05";"7825647,89";"1600"
"3532157";"Nantes";"1027";"2660";"1,82";"2286,88";"7064502,06";"1700"
"3532207";"Narandiba";"2060";"5702";"1,71";"2354,68";"6464340,92";"1860"
"3532306";"Natividade da Serra";"2838";"6989";"1,77";"1930,09";"8410916,28";"1212"
"3532405";"Nazaré Paulista";"6718";"18170";"1,88";"2132,05";"4190383,13";"1500"
"3532504";"Neves Paulista";"3718";"9662";"1,61";"2699,70";"10015853,31";"2000"
"3532603";"Nhandeara";"4013";"9751";"1,46";"2576,85";"9059900,89";"1800"
"3532702";"Nipoã";"1761";"4748";"1,80";"2250,70";"6721010,53";"1800"
"3532801";"Nova Aliança";"2501";"6690";"1,59";"2579,23";"10113751,03";"2000"
"3532827";"Nova Campina";"2919";"8489";"1,84";"2920,42";"3250332533,88";"1212"
"3532843";"Nova Canaã Paulista";"819";"2028";"1,30";"2137,51";"3102016,44";"1600"
"3532868";"Nova Castilho";"398";"1062";"1,64";"2597,47";"6088699,94";"2000"
"3532900";"Nova Europa";"3373";"9299";"1,80";"2362,16";"3939754,64";"1800"
"3533007";"Nova Granada";"7284";"19387";"1,71";"2445,13";"6981563,97";"2000"
"3533106";"Nova Guataporanga";"867";"2153";"1,60";"2051,61";"2507377,40";"1500"
"3533205";"Nova Independência";"1471";"4020";"1,59";"2288,22";"3100369,11";"1885"
"3533254";"Novais";"1593";"4412";"1,65";"2050,92";"8457697,96";"1700"
"3533304";"Nova Luzitânia";"1122";"2836";"1,59";"1972,13";"2791685,79";"1212"
"3533403";"Nova Odessa";"22189";"61886";"1,67";"3651,75";"17827293,65";"2700"
"3533502";"Novo Horizonte";"14746";"38235";"1,54";"2853,52";"13374145,50";"2000"
"3533601";"Nuporanga";"2684";"7356";"1,76";"2887,49";"9178115,39";"2000"
"3533700";"Ocauçu";"1622";"4325";"1,70";"2223,21";"4780406,85";"1500"
"3533809";"Óleo";"973";"2512";"1,78";"2113,38";"4152556,01";"1435"
"3533908";"Olímpia";"20415";"54973";"1,69";"3075,48";"14016090,38";"2000"
"3534005";"Onda Verde";"1703";"4766";"1,81";"2425,22";"6192975,21";"2000"
"3534104";"Oriente";"2202";"6060";"1,70";"2425,89";"4777316,66";"2000"
"3534203";"Orindiúva";"2117";"5994";"1,74";"2749,60";"7266122,83";"2200"
"3534302";"Orlândia";"13558";"38253";"1,81";"2988,26";"13559178,96";"2001"
"3534401";"Osasco";"261463";"725608";"1,91";"3626,43";"113878215,32";"2300"
"3534500";"Oscar Bressane";"958";"2465";"1,47";"2159,21";"6418047,36";"1300"
"3534609";"Osvaldo Cruz";"11756";"30012";"1,50";"2788,22";"10480847,96";"2000"
"3534708";"Ourinhos";"37999";"103624";"1,81";"3198,06";"17272483,59";"2000"
"3534757";"Ouroeste";"4044";"10279";"1,50";"2744,86";"11240535,74";"2000"
"3534807";"Ouro Verde";"2929";"7779";"1,66";"1926,71";"3807546,31";"1356"
"3534906";"Pacaembu";"3828";"9765";"1,52";"2568,74";"7542695,79";"1800"
"3535002";"Palestina";"4452";"11452";"1,54";"2579,77";"8222063,95";"2000"
"3535101";"Palmares Paulista";"3430";"9625";"1,73";"2203,29";"2370940,57";"2000"
"3535200";"Palmeira d'Oeste";"3535";"8878";"1,45";"2273,59";"7550260,32";"1500"
"3535309";"Palmital";"7363";"19565";"1,65";"2931,27";"12356419,14";"2000"
"3535408";"Panorama";"5489";"14938";"1,89";"2347,56";"5873195,17";"1762.5"
"3535507";"Paraguaçu Paulista";"14823";"39855";"1,79";"2573,24";"8446709,98";"2000"
"3535606";"Paraibuna";"6622";"17602";"1,87";"2352,27";"6573052,53";"1500"
"3535705";"Paraíso";"2268";"6099";"1,66";"2782,05";"9516399,82";"2000"
"3535804";"Paranapanema";"6841";"19350";"1,83";"2696,74";"11901443,47";"2000"
"3535903";"Paranapuã";"1527";"4013";"1,60";"2445,36";"4632260,23";"2000"
"3536000";"Parapuã";"4102";"10553";"1,64";"2185,82";"3898041,60";"1500"
"3536109";"Pardinho";"2499";"7125";"1,99";"3415,14";"972841507,38";"2000"
"3536208";"Pariquera-Açu";"6868";"19186";"2,03";"2760,40";"1392438078,37";"1600"
"3536257";"Parisi";"1108";"2890";"1,60";"2086,27";"2426426,17";"1612"
"3536307";"Patrocínio Paulista";"5023";"14473";"2,07";"2381,25";"7325277,17";"1800"
"3536406";"Paulicéia";"2930";"7923";"1,83";"2044,63";"5994969,66";"1500"
"3536505";"Paulínia";"37887";"110116";"1,73";"5224,05";"36773651,49";"3000"
"3536570";"Paulistânia";"765";"2087";"1,90";"2156,22";"4458318,44";"1600"
"3536604";"Paulo de Faria";"2910";"7158";"1,54";"2460,76";"96701477,75";"1500"
"3536703";"Pederneiras";"15600";"44632";"1,89";"2844,06";"7889490,85";"2100"
"3536802";"Pedra Bela";"2462";"6526";"1,67";"2120,80";"4814265,67";"1500"
"3536901";"Pedranópolis";"1052";"2737";"1,43";"2494,75";"7227347,74";"1800"
"3537008";"Pedregulho";"5570";"15493";"1,93";"2456,85";"14258277,76";"1800"
"3537107";"Pedreira";"15756";"43010";"1,70";"2702,22";"8218351,43";"2000"
"3537156";"Pedrinhas Paulista";"1063";"2801";"1,41";"2854,42";"11649460,66";"2000"
"3537206";"Pedro de Toledo";"3941";"11238";"2,57";"2048,43";"3633364,95";"1500"
"3537305";"Penápolis";"23207";"61392";"1,66";"2951,46";"16934729,65";"2000"
"3537404";"Pereira Barreto";"9230";"24009";"1,72";"2694,03";"10644220,54";"2000"
"3537503";"Pereiras";"3111";"8721";"2,04";"2372,61";"8711319,40";"1700"
"3537602";"Peruíbe";"25003";"67857";"2,14";"2725,76";"12762023,21";"1784.5"
"3537701";"Piacatu";"2081";"5490";"1,57";"2162,00";"3182948,70";"1500"
"3537800";"Piedade";"19053";"52812";"1,80";"2349,61";"6220229,81";"1600"
"3537909";"Pilar do Sul";"9571";"27534";"1,87";"2603,65";"13778578,15";"1900"
"3538006";"Pindamonhangaba";"57979";"165021";"1,96";"3113,90";"27638497,72";"2000"
"3538105";"Pindorama";"5459";"14473";"1,58";"2741,64";"7664092,33";"2000"
"3538204";"Pinhalzinho";"5650";"15162";"1,73";"2258,57";"3733808,33";"1700"
"3538303";"Piquerobi";"1284";"3264";"1,48";"2072,79";"3468263,71";"1400"
"3538501";"Piquete";"4563";"12433";"1,97";"2488,07";"5581910,97";"1800"
"3538600";"Piracaia";"9516";"25945";"2,07";"2705,69";"9726657,85";"2000"
"3538709";"Piracicaba";"155403";"419769";"1,76";"3982,84";"51752526,56";"2500"
"3538808";"Piraju";"11015";"29332";"1,88";"2731,21";"10251544,79";"2000"
"3538907";"Pirajuí";"7482";"19099";"1,60";"2664,10";"8226805,20";"1800"
"3539004";"Pirangi";"4028";"10849";"1,63";"2691,97";"8704158,24";"2000"
"3539103";"Pirapora do Bom Jesus";"6093";"18305";"2,37";"2117,33";"5156145,82";"1500"
"3539202";"Pirapozinho";"9235";"25282";"1,67";"2754,06";"11959562,96";"2000"
"3539301";"Pirassununga";"27605";"73334";"1,77";"3444,88";"14659229,35";"2200"
"3539400";"Piratininga";"5240";"14964";"1,74";"3970,46";"22165993,79";"2500"
"3539509";"Pitangueiras";"11903";"33631";"1,88";"2506,86";"20559781,53";"2000"
"3539608";"Planalto";"1645";"4386";"1,79";"2268,30";"6562875,32";"1500"
"3539707";"Platina";"1133";"3022";"1,76";"1978,55";"4272733,30";"1500"
"3539806";"Poá";"35374";"103594";"2,04";"2674,55";"6665703,22";"2000"
"3539905";"Poloni";"2168";"5583";"1,68";"2534,95";"7973984,78";"1800"
"3540002";"Pompéia";"7310";"20159";"1,63";"3219,83";"11743376,41";"2300"
"3540101";"Pongaí";"1363";"3393";"1,47";"2418,68";"6276907,65";"1600"
"3540200";"Pontal";"13113";"37010";"1,77";"2511,79";"4955314,62";"2000"
"3540259";"Pontalinda";"1549";"4121";"1,67";"1937,96";"2702141,10";"1500"
"3540309";"Pontes Gestal";"957";"2387";"1,56";"2276,37";"6406169,72";"1600"
"3540408";"Populina";"1614";"4111";"1,58";"2090,11";"4259270,15";"1300"
"3540507";"Porangaba";"3923";"10445";"1,90";"2568,81";"8894476,98";"1900"
"3540606";"Porto Feliz";"18654";"55043";"2,13";"2954,22";"13623249,53";"2000"
"3540705";"Porto Ferreira";"19041";"52544";"1,84";"2762,59";"10635978,08";"2000"
"3540754";"Potim";"5736";"17508";"2,47";"1872,76";"2275781,21";"1380"
"3540804";"Potirendaba";"6803";"18449";"1,68";"2883,27";"7552145,89";"2200"
"3540853";"Pracinha";"539";"1419";"1,67";"1903,58";"2394947,08";"1500"
"3540903";"Pradópolis";"5865";"17071";"1,85";"2800,04";"5427393,36";"2200"
"3541000";"Praia Grande";"130031";"348501";"1,95";"3465,59";"140722693,74";"2400"
"3541059";"Pratânia";"1750";"5126";"2,07";"2283,85";"12161456,40";"1600"
"3541109";"Presidente Alves";"1447";"3800";"1,66";"2590,60";"29705071,26";"1700"
"3541208";"Presidente Bernardes";"4767";"12403";"1,54";"2647,58";"10238192,08";"1800"
"3541307";"Presidente Epitácio";"15034";"39321";"1,62";"2540,34";"8843963,24";"1800"
"3541406";"Presidente Prudente";"85258";"223757";"1,62";"3631,33";"63992094,04";"2300"
"3541505";"Presidente Venceslau";"13690";"34327";"1,51";"3056,09";"14846144,65";"2000"
"3541604";"Promissão";"12858";"35005";"1,79";"2658,71";"7385812,02";"2000"
"3541653";"Quadra";"1191";"3369";"1,95";"2461,83";"10571208,89";"1600"
"3541703";"Quatá";"4827";"13128";"1,64";"2432,17";"6197709,63";"2000"
"3541802";"Queiroz";"1223";"3254";"1,67";"2130,63";"3399634,42";"1600"
"3541901";"Queluz";"3249";"9088";"2,02";"2128,93";"4239547,13";"1500"
"3542008";"Quintana";"2519";"7025";"1,82";"2282,46";"3595850,74";"1800"
"3542107";"Rafard";"3101";"8964";"1,96";"2607,94";"5722309,05";"2000"
"3542206";"Rancharia";"10746";"28513";"1,70";"2626,95";"11093619,64";"1800"
"3542305";"Redenção da Serra";"1680";"4493";"2,29";"1805,03";"4123961,97";"1212"
"3542404";"Regente Feijó";"7519";"20104";"1,65";"2493,46";"7857994,19";"1850"
"3542503";"Reginópolis";"2138";"5637";"1,63";"2600,18";"8101977,14";"2000"
"3542602";"Registro";"21361";"58896";"1,91";"2724,77";"10168664,22";"1800"
"3542701";"Restinga";"2183";"6380";"2,10";"2003,71";"4117111,13";"1500"
"3542800";"Ribeira";"1163";"3130";"1,85";"1874,54";"6570514,79";"1212"
"3542909";"Ribeirão Bonito";"4032";"10946";"1,77";"2472,78";"12522792,15";"1500"
"3543006";"Ribeirão Branco";"6565";"18618";"1,76";"1806,24";"3843296,42";"1212"
"3543105";"Ribeirão Corrente";"1584";"4604";"1,92";"1991,92";"3565873,80";"1400"
"3543204";"Ribeirão do Sul";"1736";"4677";"1,64";"2338,56";"12803044,06";"1330"
"3543238";"Ribeirão dos Índios";"816";"2025";"1,51";"2031,73";"6059907,88";"1500"
"3543253";"Ribeirão Grande";"2669";"7443";"1,58";"1891,19";"1934178,52";"1400"
"3543303";"Ribeirão Pires";"41439";"115071";"1,83";"3010,83";"13439688,88";"2002"
"3543402";"Ribeirão Preto";"265904";"694238";"1,73";"4580,42";"322421227,54";"2630"
"3543501";"Riversul";"2115";"5593";"1,74";"1758,30";"3795492,58";"1212"
"3543600";"Rifaina";"1451";"3999";"2,08";"2520,67";"6401824,37";"1800"
"3543709";"Rincão";"3315";"9064";"2,01";"2370,53";"3780503,44";"1900"
"3543808";"Rinópolis";"3498";"9216";"1,66";"2183,75";"5855184,06";"1500"
"3543907";"Rio Claro";"74059";"200259";"1,71";"3555,52";"19222494,18";"2424"
"3544004";"Rio das Pedras";"10670";"31289";"1,82";"3107,09";"9757384,69";"2400"
"3544103";"Rio Grande da Serra";"15728";"44030";"1,90";"2157,12";"3523137,75";"1700"
"3544202";"Riolândia";"3003";"7883";"1,86";"2093,48";"4682738,29";"1300"
"3544251";"Rosana";"6529";"17246";"1,64";"2692,50";"9913437,66";"1900"
"3544301";"Roseira";"3637";"10828";"2,86";"2458,24";"6196431,36";"1900"
"3544400";"Rubiácea";"998";"2693";"1,67";"2048,43";"2322846,38";"1800"
"3544509";"Rubinéia";"1497";"3815";"1,70";"2697,19";"8299769,89";"2000"
"3544608";"Sabino";"2035";"5112";"1,65";"2095,50";"4665444,96";"1500"
"3544707";"Sagres";"917";"2469";"1,83";"1938,38";"3160005,73";"1400"
"3544806";"Sales";"2466";"6400";"1,57";"2240,03";"4533986,24";"1586"
"3544905";"Sales Oliveira";"4091";"11362";"1,71";"2811,71";"5742168,76";"2200"
"3545001";"Salesópolis";"5393";"15044";"2,10";"2263,82";"14131429,89";"1500"
"3545100";"Salmourão";"1798";"4788";"1,65";"2059,58";"3070532,82";"1500"
"3545159";"Saltinho";"2913";"8155";"1,58";"3270,72";"12662319,13";"2500"
"3545209";"Salto";"46786";"134069";"1,87";"3813,86";"1172705629,56";"2500"
"3545308";"Salto de Pirapora";"15302";"43645";"1,93";"2560,18";"6912928,42";"2000"
"3545407";"Salto Grande";"3351";"8985";"1,84";"2334,13";"6322606,96";"1796"
"3545506";"Sandovalina";"1219";"3521";"1,82";"2143,08";"3240436,74";"1700"
